IDX	상호명	리뷰	점수
218	청산별곡	"전반적으로 음식 맛이 깔끔합니다만, 주차장이 조금 협소합니다"	4점
219	이디아	진짜...최악이다...여기 절대 가지 마세요...손님오  는걸 봐도 직원들이 주문받을 생각을 안하고 자기 할일만 합니다..손님이 기다리는거 보고도 청소만 하고 자빠져 있어요..갈때마다 그러니까 진짜 화가 나더라구.다시는 안감..사장이 직원 관리를 잘 못하는듯..	1점
220	뚱딴지냉막걸리	영업하신지가 18년째라고 하더라고요 그렇게 오랜세월동안 많은 열정을  쏟았다고합니다 그래서인지 단골손님도 많고 항상 북적거립니다 이집  대표음식은 제주산 두루치기  고추장찌게 닭똥집 요건 필수적으로 먹어야되는  일등 음식인듯~~~	5점
221	근해안강망수산업협동조합	그냥 친절하다..ㅎㅎ	5점
222	돼지김치찌게	돼지김치찌개와 갈치조림이 일품입니다 한번 가서 드셔보시면 ..... 더이상 말이 필요없네요 최고 짱  엄마의 손맛을 경험해보세요	5점
223	위크앤드라운지	음악 소리가 너무 컸으요	4점
224	버드나무홍어회	최고예요	5점
225	게미	얼마전에 갔던 카페가 입구가 이뻐서 들어갔는데 실내는  맘에 하나도 안들음..  입구 꽃만 이쁨 서비스제로..  음식맛제로..  청소상태 불량.. 거미줄이 즐비함..  직원인지 모르지만 마스크도 안씀.. 지인도 주방을 마스크도 안쓰고 들락거림..  그릇 가져갈때 소리가 요라함 ..  던지듯이 가져감 손님대하는 태도 불량함.. 	1점
226	진성백화점	젊으신 사장님이 너무 친절해요. 다음에 또 방문해야겠어요~ 	5점
227	벤처부동산	빨리 진행하자면서 보증금을 중개사 통장으로 보내라고합니다.. 어차피 제돈이고 혹시모를 사고 때문에 원칙대로 하려하니 돈 몇푼 벌기 힘들다며 옆에서 비꼬는데 상당히 불쾌했어요.. 다른 부동산도 그런지 모르지만 절대 혼자 가지마세요 무시합니다 ..  예전 세입자와 얘기중에 집에 대한 안좋은 얘기 나올거 같으면 중개사인지 중개보조원인지 나이든 남자분이 인상쓰면서...	1점
228	왔다냉면	좋아요	4점
229	주물주물고깃집	파삼겹살 부담없는 가격에 친절함	4점
230	꼼장어바다장어구이	가격 맛 아주 평범   	3점
231	에어스카이호텔	주차빼고는좋아요	5점
232	후아닝	보통이에요	3점
233	신한볼링장	낮시간에 아이들과 들렸는데 젊은 종업원 태도가 양아치도 아니고 손님에게 인상쓰며 왜 왔냐는듯 기분나쁘고 짜증스러우며 퉁명스럽게 응대했다. 거기서부터 기분 더러웠다. 종업원이 예의없고 기분나쁘게 일하더라. 그러니 가격이 저렴해도 볼링장에 사람이 없지. 거기다 관리를 잘 안해서인지 빌린 볼링화가 바닥에 슬라이딩 안되어 넘어질뻔 하고 정말 최악의 볼링장이었음. ...	1점
234	남해멸치쌈밥	최고예요	5점
235	진명낚시할인마트	저번에 가봤는데 사장님이 너무 친절하시고 잘해주셔서 낚시 잘 다녀왔어요 ~ 감사합니다! 	5점
236	엄마손	최고예요	5점
237	아름다운부페	http://m.blog.naver.com/patrik3434홈페이지 주소를 변경합니다 전화번호는 032 461 7777  19년의 노하우로 2016년 2호점을 신축합니다 기대하세요^^	5점
238	본가	치즈돈까스 집에 가서 먹으려고 남은 거 포장을 부탁했습니다. 하도 안나와서 가보니 제 음식 위에 설거지 그릇 올려두고 방치해놨더라고요. 근데 비위생적으로 그거 빼서 포장해주려고 하시고 됐다고 하고 뭐라 했더니 처음에 죄송하다 하더니 나중에 자기가 뭘 어떻게 더 하냐고 큰소리 내시더라고요. 우동 20분 걸리고 옆 테이블 라면이 먼저 나와도 그냥 참고 있었는데...	1점
239	다이아펜션	펜션이 이쁘네요ㅎㅎ회사에서 워크샵갔었는데 내부도 넓고 객실도 깨끗해서 정말 잘쉬다왔어요^^	5점
240	세인트커피	화려한 수상과는 너무 비교되는 초라한 커피. 심지어 라떼 맛집이라면서 플랫화이트 개구리 거품 실화? 라떼아트는 커녕 진짜 실망입니다	1점
241	화경	나날히 발전하는 집인듯. 차돌짬뽕 진짜 맛있었음.	5점
242	아이스크림	"그냥 근처에 뭐가 없어서, 갈곳이 없어서 가는것뿐 메뉴 잘못나오기 일쑤에 맛도 오락가락한다 밑에 지에스 가서 커피먹는게 더 좋을때도있다"	1점
243	한국리틀에디슨	저는 아가서점의 이웃에 살고 있으며 시와 소설을 쓰는 사람으로 이곳 서점이 어린이들에게 유익한 서점으로 생각하여 글을 남깁니다.  2009년 5월 14일에  全山雨가 적었습니다.  	5점
244	싸리재	대학로 학림 좋아하는 사람이면 딱 좋아할 분위기	5점
245	펑키헤어닷컴	사장님이 바뀌셨는지 저번에 갔을 때와 다르게 굉장히 친절하시고 잘 짜르시네요. 지금 까지 다닌 미용실중에 최고인 것 같습니다. 앞으로 머리 자를 때마다 가겠습니다~ 정말 감사합니다!! 	5점
246	토담감자탕등뼈찜	오랜만에 제대로된 뼈해장국을 먹었습니다 ㅎㅎ  특대 먹는걸 추천합니다 양 많고 국물이 들깨랑 해가지고 간이 적절했어요 다음에 또오고 싶어요 	5점
247	펀비어킹	괜찮음	4점
248	원조할머니냉면	좋아요	4점
249	피터팬어린이집	최고예요	5점
250	명성한식부페	음식맛도 별로고 직원들도 불친절하고 음식에서 바퀴벌레며 파리도 나오고.. 개판입니다. 한마디로 쓰레기죠	1점
251	해고양이	"평이좋아서 가봤다가 후회했네요 독특하게 음악이 없는 카페고요. 적막합니다. 실내에 벌레가 많고, 실제로 가보면 으스스한 분위기 입니다. 직원분 마스크 안쓰고있고요 주말 강화쪽 카페 나들이 자주가는데요, 이번엔 시국이 시국인만큼 사람들 없는곳을 일부러 찾아서 간거였는데.. 개인적으론 비추입니다. 물론 가보는건 개인의 자유이지만요,,  ----  네이버 플레이..."	1점
252	서해종합철물건재	근처에서 큰 펀이나 좀 친절 하요	2점
253	토모루베이커리	6월17일 밤8시에 산 빵이에요 전에 정말 맛있게 먹어서 또 사봤는데  주방에 계신 분이 바뀌신건지 겉에 빵이 엄청 딱딱하고.. 맛이 그 맛이 아니네요...ㅠㅠ 맛있는 집인데 지금 딱 손타는 시기인가봐요..아쉬워요	3점
254	카페아라	이쪽에 카페 두군데 모두 카페 왜하는지 궁금할정도로 불친절하지만  그나마 밑에 카페보단 음료 맛이 괜찮아서 감.  	1점
255	은혜공인중개사	은혜부동산 여사장님 진짜 친절하시고 원하는 물건도 잘 골라 주십니다. 여기 통해서 성일아파트 샀는데........아주 좋습니다. 	5점
256	화순반점	여기가 백종원맛집?이것보세요 홀에 사람이 많은것도 아닌데 손님 보고도 쌩 까시는 주인할아버지는 뭐며 이분이 주방장 같은데 요리는 할머니가 하시고 있고.맛이 라도 있으면 모르겠는데 면은 얇은 우동사리에 간짜장과 전혀 섞이지 않으며 맛은 그림 처럼 물짜장같은 맹탕에 짬뽕도 마찬가지로 국물과 면이 따로 놀고 난 짬뽕면이 그렇게 하얗게 보이는건 처음봄 주인장 불러...	1점
257	고기마을	별로예요	1점
258	커피온	"일단 주문이 밀린것도 아닌데 커피음료 두잔 시켰는데 너무 늦게 나오고, 주문을 잘못 받고서는 아아 안시키고 아이스라떼 시켰다고 하니까 추가값 받더라고요.. 미안하다는 마음이 전혀 안느껴져서 짜증난 채로 나와서 마셔봤는데 맛도 없어서 더 기분이 상했습니다. 음료 만드는것부터 좀 더 연습하시길 바랍니다.   "	1점
259	가든카페	에끌레어 맛집. 다른케익은 늬끼했어요. 커피는 걍 기본 시키는게 좋을거 같아요. 홀케익 맛있는지 잘 팔렸어요.	5점
260	이대조감자탕	맛있어요 가성비최고임	5점
261	대명자동차공업사	사장님 사모님 진심으로 감사합니다.  차에 기스나고 칠이 심하게 벗겨져서  정말 속상했는데  정성껏 세심하게 봐주시고  차 깨끗하게 복원해주셔서 감사합니다..  사장님 덕분에 제 기분이 한결 나아졌습니다 건강하시고 더욱 번창하세요...  !!!^^ 복 많이 받으세요	5점
262	명동칼국수	모든 메뉴 다  맛있어요  심지어  김치까지...사장님  정성 듬뿍듬뿍~~♡	5점
263	엘림	요도염으로 두 번갔는데 주사 한 방에 2만?? 주사제가 머냐니까 고참인듯한 간호사가 화를 내며 원장한테 물어본다더니 원장이 느닷없이 주사처방 철회함 ㅋㅋㅋ	1점
264	디바스킨	피로가 제대로 풀리네요ㅎㅎ 맛들려서 앞으로 자주 와야될것 같아요ㅋ 감사합니다~!!	5점
265	장구자손칼국수	최고예요	5점
266	백조씽크	가격도 싸고 만족합니다^^	5점
267	금호공인중개사사무소	사장님 친절하시고 동네 물건 많이 가지고 계셔서 좋은 집 구했네요~	5점
268	아띠오아나폴리핏제리아	가끔 이런데서 식사를 해야 기분도 업 되는거 아니겠습니까~^^	5점
269	구봉산	낙곱 맛있음	4점
270	태평양호	맙소사	5점
271	헤어살롱더공감	정말 머리 잘하세요 최고	5점
272	산토리니카페	커피맛은 좋네요. 아쉬운건 옆집이 더 산토리니 같다는것. 루프탑에서 마시면 더 좋을것같은데 위에는 펜션 이용객만 가능하네요. 이럴쭐 알았음 옆집 가는게 좋아요.	2점
273	이디야커피	보통이에요	3점
274	경기꽃직매장	성산교회 맞은편에 있는 꽃집인데 사장님이 나이도 많으신거 같은데 진짜 불친절합니다..  몇 가지 좀 여쭤봤더니 조또 모르면 그냥 주문하지 말라고 하네요  어이가 없어서... 	1점
275	고향산천	음식이 정말맛어요.. 매우 친절하시고요. 고기 맛은 진짜 이런곳 찾기 힘들정도.. ...진짜 감동~..이였음	5점
276	덕성칼상사	부엌칼 한개 가는 가격 이만원	3점
277	장수촌	사장님!... 가만히 생각해 보니깐... 우리 일행 여자분이 예약했다고 깔보시고 더 많은 수의 손님 받으신거 같아서 기분 언쟌습니다.  아니 딱 십오분전에 예약전화하고 간것인데...  도착한 사람 면전에서 자리 있는 줄 알았다고 딴소리를 하십니까?  다른 손님들 자리는 예약자리 빈채로 셋팅 한 테이블이 수두룩하더만요...  한두사람 자리 더 받을라고 장사 ...	1점
278	사강재	자연스러운 시골 전원 풍경	3점
279	두만강양꼬치	양배필 존맛탱 숙주볶음 서비스도 맛있엉ㆍ	5점
280	토마토피자	좋아요	4점
281	호텔코고라	최고예요	5점
282	어시장	가까운곳이라 자주가는데 맛이 갈때마다 변하네요. 계산하는데 귀찮은듯 계산만하고 인사도안하는 쩝 다음에 또올지.	1점
283	왕닭강정	정말 특별한 닭강정	4점
284	주안자동차정비	최악 사장이나 직원이나 싸가지가 바가지ㅡㅡ 겉만 번지르르	1점
285	친구사랑어린이집	친구사랑어린이집은 대한민국 1등! 스마트알림장 키즈노트! 를 사용합니다.  직장에서도 집에서도 스마트폰과 컴퓨터에서 우리 아이의 일상을 확인할 수 있어요 ^^  키즈노트를 사용하는 원에는 우리아이들을 안심하고 보낼 수 있답니다 ♥	5점
286	브레드마망	정보 수정좀 해줘요... 일요일 문 안연다고.. 헛걸음만 함	2점
287	참수학교습소	"원장님이 고3 지도만 15년 이상 하셨습니다. 현재 과학고, 영재고, 서울대 진학을 원하는 학생들이 다니고 있고 물론 열심히 노력하여 한단계 수준을 높이려는 성실한 학생들이 배우고 있는 곳입니다. ^^"	5점
288	공릉동원조멸치국수	가격에만족 맛에도만족 최고입니다. 사진1p 2p는 이전하기전 사진인듯하네요.	5점
289	용진펜션	좋아요!!!!	5점
290	새날엔제주하루미도야지	산곡동에서 젤루 맛있는 제주도 삽겹살집...쌈종류가 다양하게 많이 나와요~	5점
291	용텔레콤	서비스 완전후져요 다시는 가고싶지않은곳 이네요	1점
292	알콩달콩커피콩	바리스타 분들도 잘하시구 커피도 맛있어요!!	5점
293	흐노니	커피가 꽤 맛있고 양도 많음 평일 낮인데도 손님이 좀 있었음. 강아지가 너무 좋아했던 곳이라 강화도가게되면 또 방문할거예요.	5점
294	정다운삼치	최고예요	5점
295			
296	대한직업소개소	ㅎㅅ	5점
297	마시왕	맛이 좋음	5점
298	고려홍삼	햐~~저번에 갔던 가게구나....울 엄마 홍삼에 뽕갔어요...혈압을 걱정했는데..몸이많이 좋아지셔서..사장님 써비스로 달여주신 재탕물과 홍삼제리 넘 맛있어요..	5점
299	구월유통	도매인데 겁나 비싸게 팜 안가 	1점
300	진영호횟집	회가 다 신선하고 맛이 좋네요. 회는 투박하게 썰어주지만 신선해서 맛이 좋습니다. 눈꽃물회도 별미네요.	5점
301	느슨	분위기 굿굿 피자 굿 코디치 굿굿	5점
302	고브리또스	보통이에요	3점
303	조은공인중개사	싸장님 방 구하기가 정말 힘들었는데 사장님 덕분에 좋은 방 구할 수 있었어요 지방에서 올라와서 걱정이였는데 벌벌 떨고 있는 저를 인도해주신 싸장님 감사해요~	5점
304	스웨이하우스	신랑이랑 단골이에요~^^ 에스프레쏘랑 아이스바닐라라떼 넘나 맛있어용~~ 집앞에 이런 카페가 있어 멀리까지 커페 안가두 되궁 넘넘 좋아용~~~~b^^d	5점
305	대덕부동산	소장님 너무 친절하게 상담해주셔서 감사합니다	5점
306	착한스시	사장님 너무친절하심	5점
307	바그다드	주인 3끼 인간 아닙뉘돠~ 	1점
308	밥말리	음식하시는분도 서빙하시는분도 전부 마스크 안하시고 엄청 불친절 해요.	1점
309	목포순대	카드안됨. 순대국은 먹을만함 순대는 별로	2점
310	홍두병	식어도 맛있음  크림치즈 팥 초코 맛있고 녹차는 그냥그냥..	5점
311	김밥천국청학	좋아요	4점
312	골목길식당	네~^^	5점
313	케익하우스델리	처음에는 뭘살지 몰라서 두리번거렸어요. 방송에 나왔던 단팥빵도 사고 다른 것들도 사가지고 왔네요. 먹어보니 빵들이 어쩜 다 맛있네요. 인천갈때마다 들리게 될 것 같아요. 	5점
